Pos.,No.,Driver,Team,Time,Grid
1,1,Pierre Gasly,DAMS,1:47.769,1
2,5,Stoffel Vandoorne,ART Grand Prix,1:47.866,2
3,9,Mitch Evans,Russian Time,1:48.014,3
4,2,Alex Lynn,DAMS,1:48.049,4
5,11,Raffaele Marciello,Trident,1:48.419,5
6,15,Rio Haryanto,Campos Racing,1:48.429,6
7,8,Alexander Rossi,Racing Engineering,1:48.598,7
8,7,Jordan King,Racing Engineering,1:48.632,8
9,6,Nobuharu Matsushita,ART Grand Prix,1:48.699,9
10,10,Artem Markelov,Russian Time,1:48.743,10
11,20,André Negrão,Arden International,1:48.822,11
12,18,Sergey Sirotkin,Rapax,1:48.981,12
13,21,Norman Nato,Arden International,1:49.105,13
14,14,Arthur Pic,Campos Racing,1:49.110,14
15,27,Sergio Canamasas,Daiko Team Lazarus,"1:49,146",15
16,3,Dean Stoneman,Carlin,"1:49,166",16
17,16,Nicholas Latifi,MP Motorsport,1:49.350,17
18,23,Oliver Rowland,Status Grand Prix,1:49.374,18
19,17,René Binder,MP Motorsport,1:49.661,19
20,12,Daniël de Jong,Trident,1:49.727,20
21,26,Nathanaël Berthon,Daiko Team Lazarus,1:49.779,21
22,22,Marlon Stöckinger,Status Grand Prix,1:49.839,22
23,19,Gustav Malja,Rapax,1:50.543,23
24,4,Sean Gelael,Carlin,1:51.604,24
