Pos.,No.,Driver,Team,Time,Grid
1,4,Arvid Lindblad,Campos Racing,1:25.180,1
2,9,Sebastián Montoya,Prema Racing,1:25.425,2
3,12,Kush Maini,DAMS Lucas Oil,1:25.510,3
4,2,Roman Staněk,Invicta Racing,1:25.519,4
5,17,Alex Dunne,Rodin Motorsport,1:25.612,8
6,6,Richard Verschoor,MP Motorsport,1:25.658,5
7,11,Jak Crawford,DAMS Lucas Oil,1:25.728,6
8,7,Luke Browning,HitechTGR,1:25.742,7
9,20,Joshua Dürksen,AIX Racing,1:25.750,9
10,1,Leonardo Fornaroli,Invicta Racing,1:25.755,10
11,3,Pepe Martí,Campos Racing,1:25.770,11
12,8,Dino Beganovic,HitechTGR,1:25.785,12
13,5,Oliver Goethe,MP Motorsport,1:25.810,13
14,15,Ritomo Miyata,ART Grand Prix,1:25.816,14
15,14,Victor Martins,ART Grand Prix,1:25.860,15
16,23,Max Esterson,Trident,1:25.882,16
17,16,Amaury Cordeel,Rodin Motorsport,1:25.982,17
18,10,Gabriele Minì,Prema Racing,1:26.200,18
19,22,Sami Meguetounif,Trident,1:26.260,19
20,21,Cian Shields,AIX Racing,1:26.326,20
21,24,John Bennett,Van Amersfoort Racing,1:26.361,21
22,25,Rafael Villagómez,Van Amersfoort Racing,1:26.896,22
