Pos.,No.,Driver,Team,Time,Grid
1,1,Leonardo Fornaroli,Invicta Racing,1:15.229,1
2,14,Victor Martins,ART Grand Prix,1:15.243,2
3,6,Richard Verschoor,MP Motorsport,1:15.253,3
4,10,Gabriele Minì,Prema Racing,1:15.400,4
5,16,Amaury Cordeel,Rodin Motorsport,1:15.417,5
6,2,Roman Staněk,Invicta Racing,1:15.431,6
7,17,Alex Dunne,Rodin Motorsport,1:15.443,7
8,20,Joshua Dürksen,AIX Racing,1:15.480,8
9,3,Pepe Martí,Campos Racing,1:15.487,12
10,24,John Bennett,Van Amersfoort Racing,1:15.525,9
11,9,Sebastián Montoya,Prema Racing,1:15.527,10
12,4,Arvid Lindblad,Campos Racing,1:15.546,15
13,15,Ritomo Miyata,ART Grand Prix,1:15.574,11
14,22,Sami Meguetounif,Trident,1:15.651,13
15,11,Jak Crawford,DAMS Lucas Oil,1:15.757,14
16,5,Oliver Goethe,MP Motorsport,1:15.781,16
17,7,Luke Browning,HitechTGR,1:15.801,17
18,12,Kush Maini,DAMS Lucas Oil,1:15.878,18
19,23,Max Esterson,Trident,1:16.012,19
20,25,Rafael Villagómez,Van Amersfoort Racing,1:16.037,20
21,8,Dino Beganovic,HitechTGR,1:16.090,21
22,21,Cian Shields,AIX Racing,1:16.555,22
