Pos.,No.,Driver,Team,Time,Grid
1,4,Nyck de Vries,ART Grand Prix,1:14.143,1
2,19,Anthoine Hubert,BWT Arden,1:14.309,2
3,7,Guanyu Zhou,UNI-Virtuosi,1:14.371,3
4,2,Nobuharu Matsushita,Carlin,1:14.399,4
5,8,Luca Ghiotto,UNI-Virtuosi,1:14.429,5
6,6,Nicholas Latifi,DAMS,1:14.483,6
7,9,Mick Schumacher,Prema Racing,1:14.488,7
8,1,Louis Delétraz,Carlin,1:14.625,8
9,5,Sérgio Sette Câmara,DAMS,1:14.709,9
10,11,Callum Ilott,Sauber Junior Team by Charouz,1:14.755,10
11,10,Sean Gelael,Prema Racing,1:14.808,11
12,3,Nikita Mazepin,ART Grand Prix,1:14.882,12
13,12,Juan Manuel Correa,Sauber Junior Team by Charouz,1:14.887,13
14,15,Jack Aitken,Campos Racing,1:14.986,14
15,16,Jordan King,MP Motorsport,1:15.139,15
16,20,Giuliano Alesi,Trident,1:15.212,16
17,17,Patricio O'Ward,MP Motorsport,1:15.327,17
18,14,Arjun Maini,Campos Racing,1:15.363,18
19,21,Ryan Tveter,Trident,1:15.435,19
20,18,Tatiana Calderón,BWT Arden,1:16.164,20
