Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,7,Kimi Räikkönen,Ferrari,1:20.722,1:19.846,1:19.119,1
2,5,Sebastian Vettel,Ferrari,1:20.542,1:19.629,1:19.280,2
3,44,Lewis Hamilton,Mercedes,1:20.810,1:19.798,1:19.294,3
4,77,Valtteri Bottas,Mercedes,1:21.381,1:20.427,1:19.656,4
5,33,Max Verstappen,Red Bull Racing-TAG Heuer,1:21.381,1:20.333,1:20.615,5
6,8,Romain Grosjean,Haas-Ferrari,1:21.887,1:21.239,1:20.936,6
7,55,Carlos Sainz Jr.,Renault,1:21.732,1:21.552,1:21.041,7
8,31,Esteban Ocon,Force India-Mercedes,1:21.570,1:21.315,1:21.099,8
9,10,Pierre Gasly,Scuderia Toro Rosso-Honda,1:21.834,1:21.667,1:21.350,9
10,18,Lance Stroll,Williams-Mercedes,1:21.838,1:21.494,1:21.627,10
11,20,Kevin Magnussen,Haas-Ferrari,1:21.783,1:21.669,,11
12,35,Sergey Sirotkin,Williams-Mercedes,1:21.813,1:21.732,,12
13,14,Fernando Alonso,McLaren-Renault,1:21.850,1:22.568,,13
14,27,Nico Hülkenberg,Renault,1:21.801,No time,,20
15,3,Daniel Ricciardo,Red Bull Racing-TAG Heuer,1:21.280,No time,,19
16,11,Sergio Pérez,Force India-Mercedes,1:21.888,,,14
17,16,Charles Leclerc,Sauber-Ferrari,1:21.889,,,15
18,28,Brendon Hartley,Scuderia Toro Rosso-Honda,1:21.934,,,16
19,9,Marcus Ericsson,Sauber-Ferrari,1:22.048,,,18
20,2,Stoffel Vandoorne,McLaren-Renault,1:22.085,,,17
