Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,44,Lewis Hamilton,Mercedes,1:18.577,1:17.427,1:16.609,1
2,1,Max Verstappen,Red Bull Racing-Honda RBPT,1:18.318,1:17.547,1:16.612,2
3,4,Lando Norris,McLaren-Mercedes,1:18.697,1:17.328,1:16.694,3
4,81,Oscar Piastri,McLaren-Mercedes,1:18.464,1:17.571,1:16.905,4
5,24,Zhou Guanyu,Alfa Romeo-Ferrari,1:18.143,1:17.700,1:16.971,5
6,16,Charles Leclerc,Ferrari,1:18.440,1:17.580,1:16.992,6
7,77,Valtteri Bottas,Alfa Romeo-Ferrari,1:18.775,1:17.563,1:17.034,7
8,14,Fernando Alonso,Aston MartinAramco-Mercedes,1:18.580,1:17.701,1:17.035,8
9,11,Sergio Pérez,Red Bull Racing-Honda RBPT,1:18.360,1:17.675,1:17.045,9
10,27,Nico Hülkenberg,Haas-Ferrari,1:18.695,1:17.652,1:17.186,10
11,55,Carlos Sainz Jr.,Ferrari,1:18.393,1:17.703,N/A,11
12,31,Esteban Ocon,Alpine-Renault,1:18.854,1:17.841,N/A,12
13,3,Daniel Ricciardo,AlphaTauri-Honda RBPT,1:18.906,1:18.002,N/A,13
14,18,Lance Stroll,Aston MartinAramco-Mercedes,1:18.782,1:18.144,N/A,14
15,10,Pierre Gasly,Alpine-Renault,1:18.743,1:18.217,N/A,15
16,23,Alexander Albon,Williams-Mercedes,1:18.917,N/A,N/A,16
17,22,Yuki Tsunoda,AlphaTauri-Honda RBPT,1:18.919,N/A,N/A,17
18,63,George Russell,Mercedes,1:19.027,N/A,N/A,18
19,20,Kevin Magnussen,Haas-Ferrari,1:19.206,N/A,N/A,19
20,2,Logan Sargeant,Williams-Mercedes,1:19.248,N/A,N/A,20
