Pos.,No.,Driver,Team,Time,Grid
1,3,Oliver Bearman,Prema Racing,1:42.217,—
2,9,Kush Maini,Invicta Racing,1:42.242,1
3,7,Jak Crawford,DAMS Lucas Oil,1:42.376,2
4,1,Victor Martins,ART Grand Prix,1:42.397,3
5,14,Enzo Fittipaldi,Van Amersfoort Racing,1:42.420,4
6,4,Andrea Kimi Antonelli,Prema Racing,1:42.445,5
7,11,Dennis Hauger,MP Motorsport,1:42.455,6
8,20,Isack Hadjar,Campos Racing,1:42.513,7
9,22,Richard Verschoor,Trident,1:42.585,8
10,17,Paul Aron,Hitech Pulse-Eight,1:42.638,9
11,21,Pepe Martí,Campos Racing,1:42.668,10
12,23,Roman Staněk,Trident,1:42.672,11
13,12,Franco Colapinto,MP Motorsport,1:42.861,12
14,2,Zak O'Sullivan,ART Grand Prix,1:42.886,13
15,10,Gabriel Bortoleto,Invicta Racing,1:42.942,14
16,5,Zane Maloney,Rodin Motorsport,1:43.040,15
17,8,Juan Manuel Correa,DAMS Lucas Oil,1:43.118,16
18,25,Taylor Barnard,PHM AIX Racing,1:43.145,17
19,24,Joshua Dürksen,PHM AIX Racing,1:43.544,18
20,6,Ritomo Miyata,Rodin Motorsport,1:43.777,19
21,16,Amaury Cordeel,Hitech Pulse-Eight,1:43.897,20
—,15,Rafael Villagómez,Van Amersfoort Racing,No time set,21
