Pos.,No.,Driver,Team,Time,Grid
1,17,Paul Aron,Hitech Pulse-Eight,1:30.028,1
2,14,Enzo Fittipaldi,Van Amersfoort Racing,1:30.096,2
3,20,Isack Hadjar,Campos Racing,1:30.221,3
4,10,Gabriel Bortoleto,Invicta Racing,1:30.237,4
5,1,Victor Martins,ART Grand Prix,1:30.247,5
6,11,Dennis Hauger,MP Motorsport,1:30.320,6
7,4,Andrea Kimi Antonelli,Prema Racing,1:30.353,7
8,5,Zane Maloney,Rodin Motorsport,1:30.462,8
9,9,Kush Maini,Invicta Racing,1:30.492,9
10,22,Richard Verschoor,Trident,1:30.606,10
11,24,Joshua Dürksen,AIX Racing,1:30.620,11
12,12,Franco Colapinto,MP Motorsport,1:30.656,12
13,16,Amaury Cordeel,Hitech Pulse-Eight,1:30.697,13
14,3,Oliver Bearman,Prema Racing,1:30.744,14
15,2,Zak O'Sullivan,ART Grand Prix,1:30.820,15
16,15,Rafael Villagómez,Van Amersfoort Racing,1:30.886,16
17,25,Taylor Barnard,AIX Racing,1:30.913,17
18,6,Ritomo Miyata,Rodin Motorsport,1:30.979,18
19,8,Juan Manuel Correa,DAMS Lucas Oil,1:31.013,19
20,23,Roman Staněk,Trident,1:31.240,20
21,21,Pepe Martí,Campos Racing,1:31.539,21
22,7,Jak Crawford,DAMS Lucas Oil,1:31.791,22
