Pos.,No.,Driver,Team,Q1,Q2,Q3,Grid
1,44,Lewis Hamilton,Mercedes,1:27.238,1:26.210,1:25.232,1
2,6,Nico Rosberg,Mercedes,1:26.764,1:26.088,1:25.400,2
3,3,Daniel Ricciardo,Red Bull Racing-Renault,1:28.053,1:26.613,1:26.285,3
4,77,Valtteri Bottas,Williams-Mercedes,1:28.198,1:27.563,1:26.632,4
5,8,Romain Grosjean,Lotus-Renault,1:28.472,1:27.258,1:26.960,5
6,7,Kimi Räikkönen,Ferrari,1:28.308,1:27.335,1:27.104,6
7,14,Fernando Alonso,Ferrari,1:28.329,1:27.602,1:27.140,7
8,22,Jenson Button,McLaren-Mercedes,1:28.279,1:27.570,1:27.335,8
9,19,Felipe Massa,Williams-Mercedes,1:28.061,1:27.016,1:27.402,9
10,1,Sebastian Vettel,Red Bull Racing-Renault,1:27.958,1:27.052,No Time,15
11,27,Nico Hülkenberg,Force India-Mercedes,1:28.155,1:27.685,N/A,10
12,11,Sergio Pérez,Force India-Mercedes,1:28.469,1:28.002,N/A,11
13,26,Daniil Kvyat,Toro Rosso-Renault,1:28.074,1:28.039,N/A,12
14,21,Esteban Gutiérrez,Sauber-Ferrari,1:28.374,1:28.280,N/A,13
15,20,Kevin Magnussen,McLaren-Mercedes,1:28.389,No Time,N/A,14
16,25,Jean-Éric Vergne,Toro Rosso-Renault,1:28.194,No Time,N/A,21
17,99,Adrian Sutil,Sauber-Ferrari,1:28.563,N/A,N/A,16
18,4,Max Chilton,Marussia-Ferrari,1:29.586,N/A,N/A,17
19,17,Jules Bianchi,Marussia-Ferrari,1:30.177,N/A,N/A,18
20,9,Marcus Ericsson,Caterham-Renault,1:30.312,N/A,N/A,19
21,10,Kamui Kobayashi,Caterham-Renault,1:30.375,N/A,N/A,20
NC,13,Pastor Maldonado,Lotus-Renault,No Time,N/A,N/A,22
