Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,7,Kimi Räikkönen,Ferrari,1:13.117,1:12.231,1:12.178,1
2,5,Sebastian Vettel,Ferrari,1:13.090,1:12.449,1:12.221,2
3,77,Valtteri Bottas,Mercedes,1:13.325,1:12.901,1:12.223,3
4,33,Max Verstappen,Red Bull Racing-TAG Heuer,1:13.078,1:12.697,1:12.496,4
5,3,Daniel Ricciardo,Red Bull Racing-TAG Heuer,1:13.219,1:13.011,1:12.998,5
6,55,Carlos Sainz Jr.,Toro Rosso,1:13.526,1:13.397,1:13.162,6
7,11,Sergio Pérez,Force India-Mercedes,1:13.530,1:13.430,1:13.329,7
8,8,Romain Grosjean,Haas-Ferrari,1:13.786,1:13.203,1:13.349,8
9,22,Jenson Button,McLaren-Honda,1:13.723,1:13.453,1:13.613,PL
10,2,Stoffel Vandoorne,McLaren-Honda,1:13.476,1:13.249,No time,12
11,26,Daniil Kvyat,Toro Rosso,1:13.899,1:13.516,,9
12,27,Nico Hülkenberg,Renault,1:13.787,1:13.628,,10
13,20,Kevin Magnussen,Haas-Ferrari,1:13.531,1:13.959,,11
14,44,Lewis Hamilton,Mercedes,1:13.640,1:14.106,,13
15,19,Felipe Massa,Williams-Mercedes,1:13.796,1:20.529,,14
16,31,Esteban Ocon,Force India-Mercedes,1:14.101,,,15
17,30,Jolyon Palmer,Renault,1:14.696,,,16
18,18,Lance Stroll,Williams-Mercedes,1:14.893,,,17
19,94,Pascal Wehrlein,Sauber-Ferrari,1:15.159,,,18
20,9,Marcus Ericsson,Sauber-Ferrari,1:15.276,,,19
