Pos.,No.,Driver,Team,Time,Grid
1,1,Dennis Hauger,Prema Racing,1:32.904,1
2,4,Jack Doohan,Trident,1:32.910,2
3,17,Victor Martins,MP Motorsport,1:32.965,3
4,14,Matteo Nannini,HWA Racelab,1:33.113,4
5,7,Frederik Vesti,ART Grand Prix,1:33.173,5
6,3,Olli Caldwell,Prema Racing,1:33.184,6
7,5,Clément Novalak,Trident,1:33.225,7
8,29,Logan Sargeant,Charouz Racing System,1:33.263,8
9,6,David Schumacher,Trident,1:33.274,9
10,18,Caio Collet,MP Motorsport,1:33.305,10
11,8,Aleksandr Smolyar,ART Grand Prix,1:33.355,11
12,25,Jonny Edgar,Carlin Buzz Racing,1:33.370,12
13,9,Juan Manuel Correa,ART Grand Prix,1:33.459,13
14,12,Roman Staněk,Hitech Grand Prix,1:33.522,14
15,2,Arthur Leclerc,Prema Racing,1:33.535,15
16,15,Oliver Rasmussen,HWA Racelab,1:33.637,16
17,16,Rafael Villagómez,HWA Racelab,1:33.675,17
18,30,Enzo Fittipaldi,Charouz Racing System,1:33.806,18
19,11,Ayumu Iwasa,Hitech Grand Prix,1:33.865,19
20,10,Jak Crawford,Hitech Grand Prix,1:33.876,20
21,26,Calan Williams,Jenzer Motorsport,1:33.881,21
22,19,Tijmen van der Helm,MP Motorsport,1:33.908,22
23,24,Kaylen Frederick,Carlin Buzz Racing,1:33.961,23
24,21,Lorenzo Colombo,Campos Racing,1:34.024,24
25,22,Amaury Cordeel,Campos Racing,1:34.191,25
26,23,Ido Cohen,Carlin Buzz Racing,1:34.333,26
27,20,László Tóth,Campos Racing,1:34.470,27
28,31,Reshad de Gerus,Charouz Racing System,1:34.775,28
29,27,Pierre-Louis Chovet,Jenzer Motorsport,1:34.778,29
30,28,Filip Ugran,Jenzer Motorsport,1:35.132,30
