Pos.,No.,Driver,Team,Time,Grid
1,9,Sebastian Fernández,ART Grand Prix,1:19.429,1
2,10,Lirim Zendeli,Trident,1:19.445,2
3,1,Oscar Piastri,Prema Racing,1:19.564,3
4,3,Logan Sargeant,Prema Racing,1:19.595,4
5,15,Jake Hughes,HWA Racelab,1:19.618,5
6,2,Frederik Vesti,Prema Racing,1:19.676,6
7,11,David Beckmann,Trident,1:19.693,7
8,29,Alex Peroni,Campos Racing,1:19.709,8
9,17,Richard Verschoor,MP Motorsport,1:19.809,9
10,23,Roman Staněk,Charouz Racing System,1:19.826,10
11,8,Aleksandr Smolyar,ART Grand Prix,1:20.028,11
12,5,Liam Lawson,Hitech Grand Prix,1:20.055,12
13,18,Bent Viscaal,MP Motorsport,1:20.108,13
14,26,Clément Novalak,Carlin Buzz Racing,1:20.111,14
15,16,Jack Doohan,HWA Racelab,1:20.141,15
16,6,Dennis Hauger,Hitech Grand Prix,1:20.190,16
17,4,Max Fewtrell,Hitech Grand Prix,1:20.200,17
18,22,Matteo Nannini,Jenzer Motorsport,1:20.228,18
19,21,Federico Malvestiti,Jenzer Motorsport,1:20.324,19
20,7,Théo Pourchaire,ART Grand Prix,1:20.338,20
21,28,Cameron Das,Carlin Buzz Racing,1:20.344,21
22,19,Lukas Dunner,MP Motorsport,1:20.353,22
23,20,Calan Williams,Jenzer Motorsport,1:20.555,23
24,25,David Schumacher,Charouz Racing System,1:20.807,24
25,12,Olli Caldwell,Trident,1:20.846,25
26,27,Enaam Ahmed,Carlin Buzz Racing,1:20.858,26
27,30,Alessio Deledda,Campos Racing,1:21.233,27
28,31,Sophia Flörsch,Campos Racing,1:21.311,28
29,14,Enzo Fittipaldi,HWA Racelab,1:21.330,29
30,24,Igor Fraga,Charouz Racing System,1:23.060,30
