Pos.,No.,Driver,Team,Time,Grid
1,2,Oscar Piastri,Prema Racing,1:39.854,1
2,3,Guanyu Zhou,UNI-Virtuosi,1:40.075,2
3,11,Richard Verschoor,MP Motorsport,1:40.259,3
4,5,Dan Ticktum,Carlin,1:40.408,4
5,10,Théo Pourchaire,ART Grand Prix,1:40.419,5
6,4,Felipe Drugovich,UNI-Virtuosi,1:40.451,6
7,1,Robert Shwartzman,Prema Racing,1:40.452,7
8,16,Roy Nissany,DAMS,1:40.486,8
9,8,Jüri Vips,Hitech Grand Prix,1:40.491,9
10,9,Christian Lundgaard,ART Grand Prix,1:40.556,10
11,7,Liam Lawson,Hitech Grand Prix,1:40.679,11
12,6,Jehan Daruvala,Carlin,1:40.683,12
13,12,Lirim Zendeli,MP Motorsport,1:40.772,13
14,17,Marcus Armstrong,DAMS,1:40.895,14
15,21,Ralph Boschung,Campos Racing,1:40.915,15
16,20,Matteo Nannini,Campos Racing,1:41.050,16
17,24,Bent Viscaal,Trident,1:41.185,17
18,14,David Beckmann,Charouz Racing System,1:41.295,18
19,22,Jack Aitken,HWA Racelab,1:41.306,19
20,15,Guilherme Samaia,Charouz Racing System,1:41.758,20
21,25,Marino Sato,Trident,1:41.790,21
22,23,Alessio Deledda,HWA Racelab,1:43.734,22
