Pos.,No.,Driver,Team,Time,Grid
1,7,Yuki Tsunoda,Carlin,1:57.593,1
2,24,Nikita Mazepin,Hitech Grand Prix,1:57.721,2
3,14,Nobuharu Matsushita,MP Motorsport,1:57.844,3
4,21,Robert Shwartzman,Prema Racing,1:57.861,4
5,15,Felipe Drugovich,MP Motorsport,1:58.014,5
6,3,Guanyu Zhou,UNI-Virtuosi,1:58.022,6
7,20,Mick Schumacher,Prema Racing,1:58.076,7
8,11,Louis Delétraz,Charouz Racing System,1:58.080,8
9,8,Jehan Daruvala,Carlin,1:58.137,9
10,25,Luca Ghiotto,Hitech Grand Prix,1:58.168,10
11,12,Pedro Piquet,Charouz Racing System,1:58.194,11
12,4,Callum Ilott,UNI-Virtuosi,1:58.259,12
13,5,Marcus Armstrong,ART Grand Prix,1:58.318,13
14,2,Dan Ticktum,DAMS,1:58.391,14
15,22,Roy Nissany,Trident,1:58.578,15
16,23,Marino Sato,Trident,1:58.959,16
17,9,Jack Aitken,Campos Racing,1:59.007,17
18,6,Christian Lundgaard,ART Grand Prix,1:59.079,18
19,16,Artem Markelov,BWT HWA Racelab,1:59.207,19
20,17,Giuliano Alesi,BWT HWA Racelab,2:02.991,20
21,10,Guilherme Samaia,Campos Racing,2:30.794,21
22,1,Jüri Vips,DAMS,no time,22
