Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,44,Lewis Hamilton,Mercedes,1:11.542,1:10.835,1:10.166,1
2,77,Valtteri Bottas,Mercedes,1:11.562,1:10.701,1:10.252,2
3,33,Max Verstappen,Red Bull Racing-Honda,1:11.597,1:10.618,1:10.641,3
4,5,Sebastian Vettel,Ferrari,1:11.434,1:11.227,1:10.947,4
5,10,Pierre Gasly,Red Bull Racing-Honda,1:11.740,1:11.457,1:11.041,8
6,20,Kevin Magnussen,Haas-Ferrari,1:11.865,1:11.363,1:11.109,5
7,3,Daniel Ricciardo,Renault,1:11.767,1:11.543,1:11.218,6
8,26,Daniil Kvyat,Scuderia Toro Rosso-Honda,1:11.602,1:11.412,1:11.271,7
9,55,Carlos Sainz Jr.,McLaren-Renault,1:11.872,1:11.608,1:11.417,9
10,23,Alexander Albon,Scuderia Toro Rosso-Honda,1:12.007,1:11.429,1:11.653,10
11,27,Nico Hülkenberg,Renault,1:12.097,1:11.670,N/A,11
12,4,Lando Norris,McLaren-Renault,1:11.845,1:11.724,N/A,12
13,8,Romain Grosjean,Haas-Ferrari,1:11.837,1:12.027,N/A,13
14,7,Kimi Räikkönen,Alfa Romeo Racing-Ferrari,1:11.993,1:12.115,N/A,14
15,99,Antonio Giovinazzi,Alfa Romeo Racing-Ferrari,1:11.976,1:12.185,N/A,18
16,16,Charles Leclerc,Ferrari,1:12.149,N/A,N/A,15
17,11,Sergio Pérez,Racing Point-BWT Mercedes,1:12.233,N/A,N/A,16
18,18,Lance Stroll,Racing Point-BWT Mercedes,1:12.846,N/A,N/A,17
19,63,George Russell,Williams-Mercedes,1:13.477,N/A,N/A,19
20,88,Robert Kubica,Williams-Mercedes,1:13.751,N/A,N/A,20
