Pos.,No.,Driver,Team,Q1,Q2,Q3,Grid
1,77,Valtteri Bottas,Mercedes,1:32.658,1:31.728,1:31.547,1
2,44,Lewis Hamilton,Mercedes,1:33.115,1:31.637,1:31.570,2
3,5,Sebastian Vettel,Ferrari,1:33.557,1:32.232,1:31.848,3
4,16,Charles Leclerc,Ferrari,1:32.712,1:32.324,1:31.865,4
5,33,Max Verstappen,Red Bull Racing-Honda,1:33.274,1:32.369,1:32.089,5
6,10,Pierre Gasly,Red Bull Racing-Honda,1:33.863,1:32.948,1:32.930,6
7,3,Daniel Ricciardo,Renault,1:33.709,1:33.214,1:32.958,7
8,27,Nico Hülkenberg,Renault,1:33.644,1:32.968,1:32.962,8
9,20,Kevin Magnussen,Haas-Ferrari,1:34.036,1:33.150,No time,9
10,8,Romain Grosjean,Haas-Ferrari,1:33.752,1:33.156,No time,10
11,26,Daniil Kvyat,Scuderia Toro Rosso-Honda,1:33.783,1:33.236,N/A,11
12,11,Sergio Pérez,Racing Point-BWT Mercedes,1:34.026,1:33.299,N/A,12
13,7,Kimi Räikkönen,Alfa Romeo Racing-Ferrari,1:34.125,1:33.419,N/A,13
14,55,Carlos Sainz Jr.,McLaren-Renault,1:33.686,1:33.523,N/A,14
15,4,Lando Norris,McLaren-Renault,1:34.148,1:33.967,N/A,15
16,18,Lance Stroll,Racing Point-BWT Mercedes,1:34.292,N/A,N/A,16
17,63,George Russell,Williams-Mercedes,1:35.253,N/A,N/A,17
18,88,Robert Kubica,Williams-Mercedes,1:35.281,N/A,N/A,18
—,99,Antonio Giovinazzi,Alfa Romeo Racing-Ferrari,No time,N/A,N/A,19
—,23,Alexander Albon,Scuderia Toro Rosso-Honda,No time,N/A,N/A,PL
