Pos.,No.,Driver,Team,Time,Grid
1,8,George Russell,ART Grand Prix,1:39.989,1
2,5,Alexander Albon,DAMS,1:40.065,2
3,21,Antonio Fuoco,Charouz Racing System,1:40.094,3
4,20,Louis Delétraz,Charouz Racing System,1:40.190,4
5,18,Sérgio Sette Câmara,Carlin,1:40.234,5
6,19,Lando Norris,Carlin,1:40.396,6
7,16,Arjun Maini,Trident,1:40.512,7
8,1,Artem Markelov,Russian Time,1:40.590,8
9,14,Luca Ghiotto,Campos Vexatec Racing,1:40.707,9
10,11,Maximilian Günther,BWT Arden,1:40.786,10
11,4,Nyck de Vries,Pertamina Prema Theodore Racing,1:40.847,11
12,7,Jack Aitken,ART Grand Prix,1:40.863,12
13,9,Roberto Merhi,MP Motorsport,1:40.994,13
14,10,Ralph Boschung,MP Motorsport,1:41.031,14
15,3,Sean Gelael,Pertamina Prema Theodore Racing,1:41.052,15
16,6,Nicholas Latifi,DAMS,1:41.061,16
17,17,Santino Ferrucci,Trident,1:41.414,17
18,2,Tadasuke Makino,Russian Time,1:41.493,18
19,12,Nirei Fukuzumi,BWT Arden,1:42.081,19
20,15,Roy Nissany,Campos Vexatec Racing,2:13.133,20
